population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2010,147833.0378058747,158181.06496075715,137497.5832126802
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2010,133292.73029661935,142622.96400573838,123973.83255880342
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2011,155106.17539947803,157095.37826025733,152890.74437250054
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2011,141444.12624609584,143258.11630706227,139423.83462932264
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2012,163802.28747617948,166024.0447527694,161465.70742325005
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2012,149622.51053919326,151651.93825143104,147488.1998468231
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2013,170822.22497298694,173078.37504142753,168496.68511183787
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2013,155259.87118014338,157310.480045849,153146.19411427336
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2014,176848.54408127166,179278.8569111675,174564.9673465651
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2014,159885.21756695877,162082.4145955365,157820.6816955658
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2015,184801.41060615456,187307.96345843704,182167.14838221573
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2015,164032.51823930998,166257.37234140374,161694.30737350514
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2016,194318.37853606988,196751.9050253219,191729.2363485003
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2016,168035.76631077906,170140.14517365198,165796.81961487985
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2017,198386.6059431751,201132.02247903417,195455.7264938212
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2017,170069.1840769993,172422.72376273194,167556.65419016595
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2018,202308.69392525265,205263.88654445618,199572.85393513177
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2018,173222.61531501764,175752.93758800518,170880.1091726605
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2019,207702.20083696593,210398.8554856114,204708.6594383606
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2019,177946.68573289912,180257.01636665748,175382.0004847915
1,All Population,44,Population,69,Singapore,1,Male,17,60-64 years,1,Number,2007,73445.10290060347,74407.89046813629,72485.51165404689
1,All Population,44,Population,69,Singapore,2,Female,17,60-64 years,1,Number,2007,75159.20550420972,76144.46314273503,74177.21878417485
1,All Population,44,Population,69,Singapore,1,Male,17,60-64 years,1,Number,2008,85770.11889984611,86938.00296359707,84630.83618095744
1,All Population,44,Population,69,Singapore,2,Female,17,60-64 years,1,Number,2008,84396.18890233048,85545.36492452351,83275.15606723828
1,All Population,44,Population,69,Singapore,1,Male,17,60-64 years,1,Number,2009,97549.69369635292,98861.9876861317,96274.76562652203
1,All Population,44,Population,69,Singapore,2,Female,17,60-64 years,1,Number,2009,92689.58305182723,93936.49606759369,91478.17431505008
